id_establecimiento,provincia,canton,parroquia,tipo_establecimiento,institucion,sector,provincia_norm,canton_norm,parroquia_norm,codigo_dpa
2256,CHIMBORAZO,ALAUSÍ,HUIGRA,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,ALAUSI,HUIGRA,1660.0
2257,CHIMBORAZO,ALAUSÍ,SEVILLA,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,ALAUSI,SEVILLA,3820.0
2258,CHIMBORAZO,ALAUSÍ,SIBAMBE,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,ALAUSI,SIBAMBE,3845.0
2259,CHIMBORAZO,ALAUSÍ,TIXÁN,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,ALAUSI,TIXAN,4030.0
2260,CHIMBORAZO,CHUNCHI,GONZOL,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,GONZOL,1370.0
2261,CHIMBORAZO,CHUNCHI,CAPZOL,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,CAPZOL,515.0
2262,CHIMBORAZO,CHUNCHI,COMPUD,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,COMPUD,615.0
2263,CHIMBORAZO,CHUNCHI,LLAGOS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,LLAGOS,2260.0
2264,CHIMBORAZO,CHUNCHI,LLAGOS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,LLAGOS,2260.0
2266,CHIMBORAZO,PENÍPE,PENIPE,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,PENIPE,5740.0
2267,CHIMBORAZO,PENÍPE,LA CANDELARIA,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,CANDELARIA,925.0
2268,CHIMBORAZO,PENÍPE,PUELA,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,PUELA,2975.0
2269,CHIMBORAZO,PENÍPE,SAN ANTONIO DE BAYUSHIG,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,SAN,3335.0
2270,CHIMBORAZO,PENÍPE,PENIPE,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,PENIPE,5740.0
2271,CHIMBORAZO,GUANO,ILAPO,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,ILAPO,1705.0
2272,CHIMBORAZO,GUANO,SANTA FÉ DE GALÁN,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SANTA,40.0
2273,CHIMBORAZO,GUANO,SAN ANDRÉS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2273,CHIMBORAZO,GUANO,SAN ANDRÉS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2273,CHIMBORAZO,GUANO,SAN ANDRÉS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2273,CHIMBORAZO,GUANO,SAN ANDRÉS,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2274,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2274,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2274,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2274,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2275,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2275,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2275,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2275,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2276,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2276,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2276,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2276,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULÚ,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2277,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2277,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2277,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2277,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2278,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2278,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2278,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2278,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2279,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2279,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2279,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2279,CHIMBORAZO,GUANO,SAN ANDRÉS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2281,CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUÁN,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2281,CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUÁN,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2281,CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUÁN,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2281,CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUÁN,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2282,CHIMBORAZO,GUANO,SAN JOSÉ DEL CHAZO,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3295.0
2282,CHIMBORAZO,GUANO,SAN JOSÉ DEL CHAZO,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3425.0
2282,CHIMBORAZO,GUANO,SAN JOSÉ DEL CHAZO,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,3450.0
2282,CHIMBORAZO,GUANO,SAN JOSÉ DEL CHAZO,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUANO,SAN,45.0
2284,CHIMBORAZO,PENÍPE,MATUS,Puesto de Salud,Ministerio de Salud Público,Sector público,CHIMBORAZO,PENIPE,MATUS,2400.0
2285,CHIMBORAZO,RIOBAMBA,VELÓZ,Centro de Salud A,Ministerio de Salud Público,Sector público,CHIMBORAZO,RIOBAMBA,VELOZ,6230.0
2286,CHIMBORAZO,ALAUSÍ,ALAUSÍ,Hospital Básico,Ministerio de Salud Público,Sector público,CHIMBORAZO,ALAUSI,ALAUSI,5010.0
2287,CHIMBORAZO,CHUNCHI,CHUNCHI,Hospital Básico,Ministerio de Salud Público,Sector público,CHIMBORAZO,CHUNCHI,CHUNCHI,5255.0
2289,CHIMBORAZO,GUAMOTE,GUAMOTE,Hospital Básico,Ministerio de Salud Público,Sector público,CHIMBORAZO,GUAMOTE,GUAMOTE,5430.0
2290,CHIMBORAZO,RIOBAMBA,VELÓZ,Hospital General,Ministerio de Salud Público,Sector público,CHIMBORAZO,RIOBAMBA,VELOZ,6230.0
2291,CHIMBORAZO,RIOBAMBA,VELASCO,Pediátrico,Ministerio de Salud Público,Sector público,CHIMBORAZO,RIOBAMBA,VELASCO,6220.0
2292,CHIMBORAZO,RIOBAMBA,VELÓZ,Geriátrico,Ministerio de Salud Público,Sector público,CHIMBORAZO,RIOBAMBA,VELOZ,6230.0
2293,EL ORO,PORTOVELO,PORTOVELO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PORTOVELO,PORTOVELO,5850.0
2294,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2295,EL ORO,MACHALA,MACHALA,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2296,EL ORO,MACHALA,EL RETIRO,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,RETIRO,255.0
2297,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2298,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2299,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2300,EL ORO,MACHALA,MACHALA,Centro de Salud C,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2301,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2302,EL ORO,MACHALA,MACHALA,Centro de Salud C,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2303,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2304,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2305,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2306,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2307,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2308,EL ORO,MACHALA,MACHALA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2309,EL ORO,EL GUABO,BARBONES (SUCRE),Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,GUABO,BARBONES,300.0
2310,EL ORO,EL GUABO,LA IBERIA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,GUABO,IBERIA,245.0
2311,EL ORO,EL GUABO,RÍO BONITO,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,GUABO,RIO,2050.0
2312,EL ORO,EL GUABO,RÍO BONITO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,GUABO,RIO,2050.0
2313,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,GUABO,TENDALES,4000.0
2314,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,GUABO,TENDALES,4000.0
2315,EL ORO,PASAJE,BUENAVISTA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,BUENAVISTA,390.0
2316,EL ORO,PASAJE,BUENAVISTA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,BUENAVISTA,390.0
2317,EL ORO,PASAJE,CAÑAQUEMADA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,CANAQUEMADA,775.0
2318,EL ORO,PASAJE,CASACAY,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,CASACAY,4495.0
2319,EL ORO,PASAJE,LA PEAÑA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,PEANA,2075.0
2322,EL ORO,PASAJE,PROGRESO,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,PROGRESO,1225.0
2323,EL ORO,PASAJE,PROGRESO,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,PROGRESO,1225.0
2324,EL ORO,PASAJE,PROGRESO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PASAJE,PROGRESO,1225.0
2326,EL ORO,PASAJE,UZHCURRUMI,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PASAJE,UZHCURRUMI,4160.0
2327,EL ORO,CHILLA,CHILLA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,CHILLA,CHILLA,5715.0
2328,EL ORO,SANTA ROSA,BELLAMARÍA,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,BELLAMARIA,1665.0
2329,EL ORO,SANTA ROSA,BELLAMARÍA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,BELLAMARIA,1665.0
2330,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2331,EL ORO,SANTA ROSA,BELLAVISTA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,BELLAVISTA,325.0
2332,EL ORO,SANTA ROSA,SAN ANTONIO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,SAN,3330.0
2333,EL ORO,SANTA ROSA,JAMBELÍ,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,JAMBELI,1815.0
2334,EL ORO,SANTA ROSA,JAMBELÍ,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,JAMBELI,1815.0
2335,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2336,EL ORO,SANTA ROSA,LA AVANZADA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,AVANZADA,2005.0
2337,EL ORO,SANTA ROSA,VICTORIA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,VICTORIA,4215.0
2338,EL ORO,SANTA ROSA,VICTORIA,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,VICTORIA,4215.0
2339,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2340,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2341,EL ORO,SANTA ROSA,SAN ANTONIO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,SANTA,SAN,3330.0
2342,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2343,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2344,EL ORO,ARENILLAS,ARENILLAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,ARENILLAS,5040.0
2345,EL ORO,ARENILLAS,ARENILLAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,ARENILLAS,5040.0
2346,EL ORO,ARENILLAS,ARENILLAS,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,ARENILLAS,5040.0
2347,EL ORO,ARENILLAS,ARENILLAS,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,ARENILLAS,5040.0
2348,EL ORO,ARENILLAS,CARCABÓN,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,CARCABON,1695.0
2349,EL ORO,ARENILLAS,CHACRAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,CHACRAS,805.0
2350,EL ORO,ARENILLAS,PALMALES,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,PALMALES,2715.0
2351,EL ORO,ARENILLAS,PALMALES,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,PALMALES,2715.0
2352,EL ORO,LAS LAJAS,EL PARAÍSO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,LAS,PARAISO,1080.0
2353,EL ORO,LAS LAJAS,LA LIBERTAD,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,LAS,LIBERTAD,1100.0
2354,EL ORO,LAS LAJAS,LA VICTORIA CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,LAS,VICTORIA,6335.0
2355,EL ORO,LAS LAJAS,LA VICTORIA CABECERA CANTONAL,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,LAS,VICTORIA,6335.0
2356,EL ORO,LAS LAJAS,SAN ISIDRO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,LAS,SAN,1075.0
2360,EL ORO,PIÑAS,CAPIRO (CAB. EN LA CAPILLA DE CAPIRO),Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,CAPIRO,505.0
2361,EL ORO,PIÑAS,PIEDRAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,PIEDRAS,2850.0
2362,EL ORO,PIÑAS,LA BOCANA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,BOCANA,2230.0
2363,EL ORO,PIÑAS,MOROMORO (CAB. EN EL VADO),Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PINAS,MOROMORO,2465.0
2364,EL ORO,PIÑAS,MOROMORO (CAB. EN EL VADO),Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,MOROMORO,2465.0
2365,EL ORO,PIÑAS,PIEDRAS,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PINAS,PIEDRAS,2850.0
2366,EL ORO,PIÑAS,SARACAY,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,SARACAY,1385.0
2367,EL ORO,PIÑAS,PIÑAS,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PINAS,PINAS,6675.0
2367,EL ORO,PIÑAS,PIÑAS,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PINAS,PINAS,5790.0
2368,EL ORO,BALSAS,BALSAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,BALSAS,BALSAS,6590.0
2369,EL ORO,MARCABELÍ,MARCABELÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,MARCABELI,MARCABELI,6570.0
2370,EL ORO,ZARUMA,ABAÑÍN,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ZARUMA,ABANIN,5.0
2371,EL ORO,ZARUMA,ABAÑÍN,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ZARUMA,ABANIN,5.0
2372,EL ORO,ZARUMA,ARCAPAMBA,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ZARUMA,ARCAPAMBA,4445.0
2373,EL ORO,ZARUMA,GUANAZÁN,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ZARUMA,GUANAZAN,1420.0
2374,EL ORO,ZARUMA,GUIZHAGUIÑA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ZARUMA,GUIZHAGUINA,1425.0
2375,EL ORO,ZARUMA,HUERTAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ZARUMA,HUERTAS,1655.0
2376,EL ORO,ZARUMA,MALVAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ZARUMA,MALVAS,2350.0
2377,EL ORO,ZARUMA,SALVIAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ZARUMA,SALVIAS,1750.0
2378,EL ORO,ZARUMA,SINSAO,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ZARUMA,SINSAO,1700.0
2379,EL ORO,ATAHUALPA,AYAPAMBA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,AYAPAMBA,225.0
2380,EL ORO,ATAHUALPA,PACCHA,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,PACCHA,5745.0
2381,EL ORO,ATAHUALPA,SAN JOSÉ,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,SAN,4530.0
2381,EL ORO,ATAHUALPA,SAN JOSÉ,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,SAN,375.0
2382,EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,SAN,4530.0
2382,EL ORO,ATAHUALPA,SAN JUAN DE CERRO AZUL,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,ATAHUALPA,SAN,375.0
2384,EL ORO,PORTOVELO,MORALES,Puesto de Salud,Ministerio de Salud Público,Sector público,ORO,PORTOVELO,MORALES,4520.0
2385,EL ORO,PORTOVELO,PORTOVELO,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PORTOVELO,PORTOVELO,5850.0
2386,EL ORO,PORTOVELO,SALATÍ,Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PORTOVELO,SALATI,3275.0
2387,EL ORO,PIÑAS,SAN ROQUE (AMBROSIO MALDONADO),Centro de Salud A,Ministerio de Salud Público,Sector público,ORO,PINAS,SAN,3650.0
2388,EL ORO,MACHALA,MACHALA,Hospital General,Ministerio de Salud Público,Sector público,ORO,MACHALA,MACHALA,5625.0
2389,EL ORO,EL GUABO,EL GUABO,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,GUABO,GUABO,5340.0
2391,EL ORO,SANTA ROSA,SANTA ROSA,Gineco-Obstétrico,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2392,EL ORO,SANTA ROSA,SANTA ROSA CABECERA CANTONAL,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,SANTA,SANTA,6060.0
2393,EL ORO,ARENILLAS,ARENILLAS,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,ARENILLAS,ARENILLAS,5040.0
2395,EL ORO,PIÑAS,PIÑAS,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,PINAS,PINAS,6675.0
2395,EL ORO,PIÑAS,PIÑAS,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,PINAS,PINAS,5790.0
2396,EL ORO,ZARUMA,ZARUMA,Hospital Básico,Ministerio de Salud Público,Sector público,ORO,ZARUMA,ZARUMA,6310.0
2397,ESMERALDAS,QUININDE,LA UNIÓN,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,QUININDE,UNION,1530.0
2398,ESMERALDAS,QUININDE,CHURA (CHANCAMA) (CAB. EN EL YERBERO),Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,QUININDE,CHURA,980.0
2399,ESMERALDAS,MUISNE,MUISNE,Puesto de Salud,Ministerio de Salud Público,Sector público,ESMERALDAS,MUISNE,MUISNE,5670.0
2400,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,AGOSTO,5210.0
2401,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2402,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2403,ESMERALDAS,ESMERALDAS,CHINCA,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,CHINCA,895.0
2404,ESMERALDAS,ESMERALDAS,SAN MATEO,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,SAN,3570.0
2405,ESMERALDAS,ESMERALDAS,TABIAZO,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,TABIAZO,3930.0
2406,ESMERALDAS,ESMERALDAS,TACHINA,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,TACHINA,3940.0
2408,ESMERALDAS,ESMERALDAS,MAJUA,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,MAJUA,2320.0
2409,ESMERALDAS,ESMERALDAS,ESMERALDAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2410,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2411,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2412,ESMERALDAS,ESMERALDAS,ESMERALDAS,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
2414,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,ESMERALDAS,CAMARONES,450.0
2425,ESMERALDAS,ATACAMES,ATACAMES,Centro de Salud C,Ministerio de Salud Público,Sector público,ESMERALDAS,ATACAMES,ATACAMES,6380.0
2426,ESMERALDAS,MUISNE,GALERA,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,MUISNE,GALERA,1305.0
2427,ESMERALDAS,MUISNE,GALERA,Centro de Salud A,Ministerio de Salud Público,Sector público,ESMERALDAS,MUISNE,GALERA,1305.0
